Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,MA,Massachusetts,Hampshire,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,161572,25015,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.4,462718,25013,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.0,,,73.6,81.8,21097,25007,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Nantucket,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.1,,,8.3,12.1,14491,25019,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.2,,,28.1,34.4,462718,25013,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Franklin,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.8,,,66.4,76.7,71015,25011,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Worcester,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,12.7,,,10.7,15.0,862029,25027,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Berkshire,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,4.9,,,3.7,6.7,128657,25003,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Middlesex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,75.1,,,71.9,78.0,1614742,25017,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,8.8,12.2,807074,25009,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.1,,,25.7,34.5,807074,25009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.5,,,4.5,11.5,724505,25021,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,22.5,,,18.1,27.6,128657,25003,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.6,5.4,724505,25021,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.3,,,6.3,8.5,128657,25003,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Bristol,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.0,,,33.4,36.6,580164,25005,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.6,11.3,771245,25025,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.0,,,8.9,17.7,462718,25013,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Berkshire,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.0,,,31.4,46.1,128657,25003,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.1,,,18.8,23.6,771245,25025,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-71.018253 42.3385513)
2020,MA,Massachusetts,Franklin,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.0,,,39.1,56.5,71015,25011,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Nantucket,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.7,3.6,14491,25019,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.8,,,3.1,4.6,232411,25001,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-70.1648227 41.7061233)
2020,MA,Massachusetts,Barnstable,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.4,,,74.6,82.0,232411,25001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.1,7.3,533003,25023,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-70.7419417 41.9871959)
2020,MA,Massachusetts,Bristol,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.4,,,81.1,85.8,580164,25005,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-71.088894 41.7485884)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.4,,,80.2,84.4,771245,25025,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.9,7.2,232411,25001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.1,,,22.3,28.7,161572,25015,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.7,7.4,807074,25009,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.2,2.7,1614742,25017,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Suffolk,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.9,,,31.8,34.1,771245,25025,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.4,,,33.9,40.8,580164,25005,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.6,,,21.8,27.4,580164,25005,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Middlesex,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.1,,,2.6,3.7,1614742,25017,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Dukes,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.8,21097,25007,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.8,12.7,128657,25003,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Franklin,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.5,,,13.9,19.2,71015,25011,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.3,,,10.3,14.4,807074,25009,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.3,,,4.3,6.5,21097,25007,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.4,4.9,71015,25011,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Nantucket,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,22.3,,,18.6,26.2,14491,25019,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Worcester,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.5,,,11.4,15.7,862029,25027,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.7,21097,25007,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,29.3,,,24.8,34.0,232411,25001,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,3.9,5.3,533003,25023,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.3,,,17.0,21.8,1614742,25017,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.1,,,9.9,16.7,232411,25001,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.6,,,10.3,13.0,862029,25027,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.6,,,43.2,53.8,771245,25025,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.4,,,30.8,40.4,462718,25013,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Dukes,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,7.9,11.4,21097,25007,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-70.7014995 41.3809696)
2020,MA,Massachusetts,Plymouth,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.0,,,76.8,83.1,533003,25023,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-70.7419417 41.9871959)
2020,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.7,,,5.2,13.0,533003,25023,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.2,,,12.3,16.4,533003,25023,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.7,,,8.1,11.4,533003,25023,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.0,,,24.1,29.8,807074,25009,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,29.4,,,24.8,34.2,71015,25011,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Barnstable,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,4.0,,,2.9,5.5,232411,25001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Dukes,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.6,,,9.3,12.0,21097,25007,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.9,11.4,724505,25021,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-71.1811102 42.1717377)
2020,MA,Massachusetts,Bristol,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,44.1,,,37.2,50.9,580164,25005,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.7,,,21.5,28.1,462718,25013,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.9,,,6.7,9.3,161572,25015,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.9,,,7.5,10.4,14491,25019,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Nantucket,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,56.1,,,50.9,61.6,14491,25019,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-70.1021635 41.2933918)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,41.8,,,34.0,49.5,14491,25019,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,25.4,,,21.9,29.3,771245,25025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.4,,,18.8,26.1,128657,25003,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Norfolk,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,8.7,,,7.3,10.3,724505,25021,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,12.1,,,10.7,13.5,462718,25013,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.2,,,75.8,82.3,807074,25009,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Dukes,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.4,,,12.6,18.5,21097,25007,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Worcester,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.0,,,13.8,18.2,862029,25027,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Suffolk,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,66.3,,,63.1,69.1,771245,25025,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.8,,,9.8,13.9,533003,25023,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.1,3.0,232411,25001,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,12.8,16.9,128657,25003,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.3,,,5.1,12.3,161572,25015,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.0,,,14.1,18.2,771245,25025,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Berkshire,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.2,4.5,128657,25003,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.3,,,27.4,33.3,1614742,25017,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Dukes,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.1,,,9.1,15.3,21097,25007,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.2,5.5,807074,25009,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.7,,,9.7,14.1,232411,25001,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Franklin,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.5,,,74.5,81.9,71015,25011,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Worcester,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,862029,25027,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Hampden,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.2,,,76.0,82.0,462718,25013,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Bristol,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.6,,,86.2,90.5,580164,25005,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Bristol,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.8,,,13.7,17.8,580164,25005,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampden,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.6,,,54.2,62.9,462718,25013,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Essex,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.4,6.5,807074,25009,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Norfolk,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.5,,,4.8,6.4,724505,25021,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Dukes,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.0,,,4.9,7.1,21097,25007,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,24.2,,,20.0,30.0,161572,25015,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,19.2,,,15.6,23.4,161572,25015,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.5,,,29.5,37.5,128657,25003,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Suffolk,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.9,,,7.7,14.6,771245,25025,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.0,2.7,1614742,25017,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.8,,,21.6,34.3,71015,25011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,,,5.6,9.0,232411,25001,HLTHOUT,COPD,CrdPrv,COPD,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Bristol,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.6,,,23.4,32.1,580164,25005,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Bristol,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.0,,,12.4,17.8,580164,25005,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72.3,,,68.2,77.0,161572,25015,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-72.6636936 42.3394593)
